EGsmlie2D,E,R,SA
OC[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@@H]1O,5.185431957,29.43379011,3.595445278
C[C@@H]1O[C@@H](O)[C@@H](O)[C@@H](O)[C@H]1O,5.236008941,29.96511063,3.716914156
OC[C@H]1O[C@@H](O)C[C@@H](O)[C@H]1O,5.20481992,29.62563155,3.831960395
OC[C@@]1(O)OC[C@@H](O)[C@@H](O)[C@@H]1O,5.125259245,29.32854106,4.137534768
CC(C)(CO)[C@@H](O)C(N)=O,5.10531669,31.57769208,3.302466668
C[C@@H]1O[C@@H](O)[C@@H](O)[C@@H](O)[C@@H]1O,5.236008941,29.96511063,3.716914156
OC[C@H]1O[C@H](O)[C@@H](O)[C@@H](O)[C@@H]1O,5.185431957,29.43379011,3.595445278
C[C@@H]1O[C@@H](O)[C@H](O)[C@H](O)[C@H]1O,5.236008941,29.96511063,3.716914156
C[C@@H]1O[C@H](O)[C@H](O)[C@H](O)[C@H]1O,5.236008941,29.96511063,3.716914156
OC[C@H]1O[C@H](O)C[C@@H](O)[C@H]1O,5.20481992,29.62563155,3.831960395
OC[C@H]1OC=C[C@@H](O)[C@@H]1O,4.680275867,28.58191266,4.225496021
O[C@H]1COC[C@@H]1O,4.914739942,28.22415464,3.654116174
C[C@@H]1NC(=O)N[C@@H]2NC(=O)NC[C@H]12,5.065297696,33.59041707,4.494165123
C[C@@H]1O[C@H](O)[C@@H](O)[C@H](O)[C@H]1O,5.236008941,29.96511063,3.716914156
OC[C@@H]1OCO[C@@H](CO)[C@@H](O)[C@@H]1O,5.148311261,29.33976379,3.758698437
O[C@H]1[C@H](O)CO[C@H]1O,4.950801547,28.55187761,3.904921066
OC1[C@@H](O)[C@H](O)C[C@@H](O)[C@@H]1O,5.136166324,29.72623778,3.565779683
OC[C@H]1S[C@H](O)[C@H](O)[C@@H](O)[C@@H]1O,5.099428933,29.32371465,4.567597139
OC[C@H]1O[C@H](O)[C@@H](O)[C@@H](O)[C@H]1O,5.185431957,29.43379011,3.595445278
OC[C@@H]1O[C@H](O)[C@H](O)[C@H]1O,5.236344669,29.2672836,3.476499432
OC[C@H]1O[C@H](O)[C@@H](O)[C@H](O)[C@H]1O,5.185431957,29.43379011,3.595445278
O[C@@H]1CO[C@@H](O)[C@H](O)[C@@H]1O,5.217291426,29.27605648,3.80317813
O[C@@H]1[C@@H]2CO[C@@H](O2)[C@@H](O)[C@H]1O,4.97606547,29.20023766,4.741926882
O[C@H]1OC[C@@H](O)[C@@H]1O,4.950801547,28.55187761,3.904921066
CC(CO)(CO)CO,4.895579856,28.70051849,2.916541407
OC[C@@]1(O)CO[C@@H](O)[C@@H]1O,5.17742066,29.23547455,4.236431722
OC[C@H]1O[C@H](O)[C@H](O)[C@H](O)[C@@H]1O,5.185431957,29.43379011,3.595445278
OC[C@@]1(O)OC[C@@H](O)[C@H](O)[C@@H]1O,5.125259245,29.32854106,4.137534768
OC[C@H]1OC=C[C@@H](O)[C@H]1O,4.680275867,28.58191266,4.225496021
OC[C@H]1O[C@H](CO)[C@@H](O)[C@@H]1O,5.165278554,29.38119984,3.297713711
O[C@H]1[C@@H](O)[C@@H](CF)O[C@@H](O)[C@@H]1O,5.21681509,29.70699462,3.961676047
OC[C@H]1O[C@H](O)[C@H](O)[C@H]1F,4.984286387,28.36774825,3.990979905
OC[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@@H]1F,5.21124034,29.77591635,4.04069292
O[C@@H]1O[C@H](CF)[C@H](F)[C@H](O)[C@H]1O,5.045623499,28.98521874,4.354616494
CC1(C)C(=O)NC(=O)N1CC(N)=O,5.079426183,33.66674418,2.735941848
OC[C@@H]1OC[C@H](O)[C@H](O)[C@@H]1O,5.195623934,29.37685383,3.590001244
O[C@@H]1CO[C@H](O)CO1,5.001211147,28.41790417,4.683795103
O[C@@H]1CO[C@@H](O)CO1,5.001211147,28.41790417,4.683795103
O[C@H]1C[C@H](O)OC[C@H]1O,4.986012631,28.41364126,3.989636072
O[C@H]1CO[C@@H](O)CO1,5.001211147,28.41790417,4.683795103
O[C@@H]1CO[C@H]2[C@H]1OC[C@H]2O,4.96648224,28.67689603,4.119945417
OC[C@@H]1OC[C@H](O)[C@@H](O)[C@@H]1O,5.195623934,29.37685383,3.590001244
OC[C@@H]1OC=C[C@@H](O)[C@@H]1O,4.680275867,28.58191266,4.225496021
OC[C@@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@@H]1O,5.185431957,29.43379011,3.595445278
O[C@H]1CO[C@H]2[C@H](O)CO[C@H]12,4.96648224,28.67689603,4.119945417
CC1(C)NC(=O)[C@@H]2C[C@@H](O)CN2C1=O,4.799492073,30.53288468,3.507361159
O[C@@H]1COC[C@H]1O,4.914739942,28.22415464,3.654116174
OC[C@@H]1OC=C[C@@H](O)[C@H]1O,4.680275867,28.58191266,4.225496021
c1nncn1-n1cnnn1,4.505181982,30.50662338,3.77384629
C[C@@H]1NC(=O)CNC1=O,5.231545327,31.32664693,3.160481078
OC[C@@]1(O)CO[C@@](O)(CO)CO1,5.261954379,29.70264028,4.911753683
OC[C@]1(O)CO[C@](O)(CO)CO1,5.261954379,29.70264028,4.911753683
OC[C@H]1O[C@H](F)[C@H](O)[C@@H](O)[C@@H]1O,5.178500117,29.714068,3.973856196
OC[C@@H](O)[C@H]1OC[C@H](O)[C@H]1O,5.195258839,29.38156287,3.944816098
CCC(C(N)=O)C(N)=O,4.991794891,35.16414695,2.600422413
OC[C@@H](O)[C@H]1OC[C@H](O)[C@@H]1O,5.195258839,29.38156287,3.944816098
OC[C@H]1OC[C@H](O)[C@H]1O,4.940678602,28.15396809,3.546172611
OCCOC[C@H](O)CO,4.91203566,29.23780491,2.785965694
OC[C@H]1O[C@@H](O)C[C@H](O)[C@@H]1O,5.20481992,29.62563155,3.831960395
OC[C@H]1O[C@H](O)C[C@@H]1O,4.952182572,28.37103291,3.681184149
OCCO,5.022403304,32.7203048,2.276784585
O[C@H]1CNOC1,4.843380103,29.47201542,4.713594705
OC[C@H]1O[C@H](O)[C@H](O)C[C@@H]1O,5.202312672,29.67817126,3.814008141
OC[C@@H]1O[C@H](O)C[C@@H]1O,4.952182572,28.37103291,3.681184149
OC[C@H]1OC[C@@H](O)[C@@H](O)[C@@H]1O,5.195623934,29.37685383,3.590001244
C[C@@H]1O[C@H](O)[C@@H](F)[C@H](O)[C@@H]1O,5.09012638,29.23868023,4.151213606
O[C@H]1CO[C@H]2[C@@H](O)CO[C@@H]12,4.96648224,28.67689603,4.119945417
O[C@H]1OC[C@@H](O)[C@@H](O)[C@H]1O,5.217291426,29.27605648,3.80317813
OC[C@H]1O[C@@H](O)[C@H](O)C[C@@H]1O,5.202312672,29.67817126,3.814008141
OC[C@H]1O[C@H](O)[C@@](O)(CO)[C@@H]1O,5.118935465,29.47111528,4.243493577
OC[C@H]1O[C@@H](O)[C@@](O)(CO)[C@@H]1O,5.118935465,29.47111528,4.243493577
OC[C@@H]1O[C@@H](O)C[C@@H]1O,4.952182572,28.37103291,3.681184149
O[C@H]1[C@H](O)[C@H]2CO[C@H](O2)[C@H]1O,4.97606547,29.20023766,4.741926882
OC[C@@H]1OC=C[C@H](O)[C@H]1O,4.680275867,28.58191266,4.225496021
OC[C@@H]1O[C@H](O)[C@@H](CO)O[C@@H]1O,5.230667795,29.0149072,4.167521183
O[C@H]1[C@H](O)[C@@H](O)[C@H]2O[C@H]2[C@@H]1O,5.208643188,29.8152352,3.993526535
O[C@H]1CO[C@@H]2[C@@H](O)CO[C@@H]12,4.96648224,28.67689603,4.119945417
OC[C@@H]1O[C@H](O)[C@@H](CO)O[C@H]1O,5.230667795,29.0149072,4.167521183
CCN1CCNC(=O)C1=O,5.049636804,30.0270798,2.601561674
OC[C@@H](O)CN1CCOCC1,4.828909075,28.08915606,2.535544598
OCC12COCN1COC2,4.965809483,28.16263852,4.013328253
OC[C@@H]1O[C@H](O)[C@H](O)[C@@H]1O,5.236344669,29.2672836,3.476499432
C[C@]1(O)C(=O)O[C@H](CO)[C@H]1O,5.13279331,30.5717082,3.967788896
Cn1c(=O)[nH]c2[nH]cnc2c1=O,4.870351741,33.86215354,3.080558345
CNC(=O)CC[C@H]([NH3+])C(=O)[O-],5.547595282,33.81555108,4.424349012
Cn1c(=O)[nH]c2[nH]c(=O)[nH]c(=O)c21,5.276583054,35.57484326,2.966364146
C[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@H]1O,5.236008941,29.96511063,3.716914156
C[C@H](O)[C@H]([NH3+])C(=O)[O-],5.525980717,34.56916998,5.49670942
Cn1c(=O)[nH]c2nncnc2c1=O,5.109000843,34.96175338,2.969755135
C[C@H](O)C(=O)OC[C@H](O)CO,5.204782537,29.97274651,3.209564381
Cn1ncnc2c(=O)n(C)c(=O)nc1-2,4.716495229,33.92826429,2.867385444
N=NC(N)N,5.241882759,39.50593359,4.075347263
N=C(N)c1nnc(N)o1,4.856987979,35.75510044,3.54395493
NC(=O)C(NC=O)C(N)=O,5.135401009,37.06301314,3.133937059
NC(=O)C(N)=O,5.04459431,37.40353459,2.184934099
NC(=O)/C=C/C(N)=O,4.984929107,36.66085175,2.775663715
C[C@H](O)C(=O)OCCO,4.916389277,29.5500811,2.810382583
NC(=O)C1(C(N)=O)CC1,5.041453592,34.43017471,2.644044091
NC(=O)C(F)(F)C(N)=O,5.24622309,35.32588221,3.005463172
NC(=O)C(N)C(N)=O,5.039755081,36.89428796,3.048169869
NC(=O)CC(N)=O,5.035968902,36.58412423,2.546138519
NC(=O)CC(CC(N)=O)C(N)=O,5.022545168,37.10145739,2.555421561
NC(=O)CCC(N)=O,5.094416617,35.11749207,2.044005253
NC(=O)CC[C@@H]1NC(=O)CNC1=O,5.187034045,34.67636466,3.002330513
NC(=O)CCS(=O)CCC(N)=O,5.136327559,33.26939639,2.892699874
NC(=O)CC[C@H]([NH3+])C(=O)[O-],5.649692554,36.25983402,4.569907822
NC(=O)CCc1nc(N)n[nH]1,4.774204704,34.88283629,2.649344952
NC(=O)CCNC(=O)CCC(N)=O,5.104780532,35.90996968,1.958487714
NC(=O)CC[C@@H]([NH3+])C(=O)[O-],5.649692554,36.25983402,4.569907822
NC(=O)CCO,4.902306201,34.60317986,2.353872087
CN1CCNC(=O)C1=O,5.098337844,29.96646267,2.68205493
NC(=O)C[C@@H]1NC(=O)NC1=O,5.031955313,34.62992304,2.947770781
NC(=O)CO,5.018580604,34.83910957,2.278959851
NC(=O)C[C@@H]([NH3+])C(=O)[O-],5.59663891,36.90555294,4.862126183
NC(=O)C[C@H]([NH3+])C(=O)[O-],5.59663891,36.90555294,4.862126183
COC(=O)c1cc(=O)n(C)c(=O)[nH]1,5.025463916,32.45232247,2.384839298
NC(=O)C[C@H](O)CO,5.135653786,32.00285189,2.828369094
NC(=O)Cn1cc(N)ccc1=O,4.916071657,36.50880628,2.2389406
NC(=O)C[C@H]1NC(=O)NC1=O,5.031955313,34.62992304,2.947770781
Cc1c(CO)[nH]c(=O)[nH]c1=O,5.006286523,35.08068123,2.806092644
NC(=O)C[C@H](N)C(N)=O,4.962710959,37.38467047,2.7267094
NC(=O)Cc1nc(N)n[nH]1,4.75157628,34.77394813,2.833248854
NC(=O)NC(=O)NC(N)=O,5.123083931,37.87231086,2.481561674
NC(=O)NC[C@H]([NH3+])C(=O)[O-],5.599019445,37.51381337,4.787979207
NC(=O)NCCC[C@H]([NH3+])C(=O)[O-],5.586281264,36.32327826,4.296433218
NC(=O)N[C@@H]1NC(=O)NC1=O,5.160071971,36.54767759,3.501139481
CN1CC[NH2+][C@H](C(=O)[O-])C1,5.821643176,31.0359568,5.497608335
NC(=O)NCCOCCO,5.067184183,32.19806472,2.188038597
NC(=O)NC[C@@H]([NH3+])C(=O)[O-],5.599019445,37.51381337,4.787979207
NC(=O)NC(N)=O,4.991734834,39.69324744,2.273336709
NC(=O)NCCNC(N)=O,4.938244614,36.39153278,2.169884751
NC(=O)NCCC[C@@H]([NH3+])C(=O)[O-],5.586281264,36.32327826,4.296433218
NC(=O)[C@@H](O)[C@@H](O)C(N)=O,5.169726781,36.06243169,3.403456489
NC(=O)OC[C@@H]([NH3+])C(=O)[O-],5.604089997,36.81047203,4.837847515
NC(=O)OC[C@H]([NH3+])C(=O)[O-],5.604089997,36.81047203,4.837847515
NC(=O)[C@@H]1CC(O)C[C@@H](C(N)=O)N1,5.073468748,35.91613084,3.650675967
NC(=O)[C@@H](O)[C@H](O)C(N)=O,5.169726781,36.06243169,3.403456489
NC(=O)[C@@H]1CCC(=O)NC1,5.034745687,32.33848007,2.958921156
NC(=O)[C@@H]1CNC(=O)C1,4.986809012,32.13865496,3.182421463
NC(=O)[C@@H]1CCCNC1=O,4.949051547,32.33072439,3.01628013
NC(=O)[C@@H]1CCC(=O)N1,5.049129389,32.09500129,2.866140694
C[C@](N)(C[NH3+])C(=O)[O-],5.33735599,35.15899993,5.437664033
NC(=O)[C@@H]1COCCN1,4.780467417,30.29578153,3.271484309
NC(=O)[C@@H]1C[C@H](C(=O)[O-])CC[NH2+]1,5.801075802,33.53135791,5.659857049
NC(=O)[C@@H]1C[C@@H](C(=O)[O-])CC[NH2+]1,5.801075802,33.53135791,5.659857049
NC(=O)[C@@H]1NC(=O)NC1=O,5.12833957,35.13757609,3.404848769
NC(=O)[C@H](O)[C@H](O)[C@@H](O)[C@@H](O)CO,5.042566899,30.80108395,3.721232352
NC(=O)[C@H]1CCCNC1=O,4.949051547,32.33072439,3.01628013
NC(=O)[C@H](O)[C@H](O)[C@H](O)[C@@H](O)CO,5.042566899,30.80108395,3.721232352
NC(=O)[C@H](O)[C@H](O)[C@@H](O)[C@H](O)CO,5.042566899,30.80108395,3.721232352
NC(=O)[C@H]1CC(O)C[C@H](C(N)=O)N1,5.073468748,35.91613084,3.650675967
NC(=O)[C@H]([NH3+])CCC(=O)[O-],5.361234206,36.3135421,5.05674413
NC(=O)[C@H](O)[C@H](O)[C@H](O)[C@H](O)CO,5.042566899,30.80108395,3.721232352
NC(=O)[C@H](O)[C@@H](O)C(N)=O,5.169726781,36.06243169,3.403456489
NC(=O)[C@H]1CCC(=O)NC1,5.034745687,32.33848007,2.958921156
OC[C@H]1O[C@@H](O)[C@H](O)[C@@H](O)[C@@H]1F,5.21124034,29.77591635,4.04069292
OC[C@H]1SC[C@H](O)[C@@H]1O,4.580986439,28.66055287,4.227218764
OC[C@H]1OC[C@H](O)[C@@H](O)[C@H]1O,5.195623934,29.37685383,3.590001244
OC[C@H]1O[C@@H](O)[C@@H](O)[C@H](O)[C@@H]1O,5.185431957,29.43379011,3.595445278
OC[C@H]1O[C@@H](O)[C@H](O)[C@H](O)[C@H]1O,5.185431957,29.43379011,3.595445278
C[N@H+]1CCNC(=O)[C@@H]1CC(=O)[O-],5.710878094,30.96782794,5.801459933
CN1C[C@H](O)[C@H](O)[C@H](O)[C@@H]1CO,5.082753303,29.7396314,3.969429061
C[N@H+]1CCNC[C@H]1C(=O)[O-],5.538687832,31.33373238,6.120662899
NCc1nnc2c(=O)[nH]ccn12,5.092930373,34.71485292,3.168787715
CN1C[C@@H](N)C(=O)N1,5.271435598,32.19302313,4.266171841
OC[C@H]1N[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,5.116544123,30.16067933,4.115410712
NC(=O)c1nc(N)nc2[nH]cnc12,5.104809015,35.34213914,2.96223975
CNC(=O)[C@H]1CNCCO1,4.586989571,29.45277226,3.048177932
C[NH2+][C@H](CN)C(=O)[O-],5.453952697,34.25856802,5.912129094
