,index,Water_all_overlap_factor_100,MaxEStateIndex,MaxAbsEStateIndex,FpDensityMorgan1,BCUT2D_MWHI,BCUT2D_MRHI,BCUT2D_MRLOW,Chi0n,Chi0v,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Kappa3,PEOE_VSA1,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,SMR_VSA3,SMR_VSA4,SMR_VSA6,SlogP_VSA1,SlogP_VSA2,TPSA,EState_VSA9,VSA_EState3,VSA_EState4,VSA_EState6,NHOHCount,NOCount,NumAliphaticRings,NumHeteroatoms,NumSaturatedHeterocycles,NumSaturatedRings,MolLogP,MolMR,fr_Al_OH,fr_Al_OH_noTert,fr_Ar_N,fr_NH1,fr_NH2,fr_aldehyde,fr_ether,fr_methoxy,fr_priamide
162,163,30.2421238,10.42949074,10.42949074,1.777777778,16.28402634,5.793696434,-0.128083253,5.294239313,5.294239313,2.748129595,2.748129595,1.690607732,1.690607732,0.790477303,0.790477303,0.326807138,0.326807138,-0.61,3.931271989,15.52984339,4.794537184,0.0,0.0,5.316788604,0.0,13.15163837,5.316788604,35.37583928,69.56,10.21305479,19.0472345,0.0,0.0,3,4,0,4,0,0,-1.5243,31.7763,2,2,0,1,0,0,0,0,0
163,164,31.8465061,10.39041667,10.39041667,1.444444444,16.15595871,5.827637425,-0.124244639,5.523603362,5.523603362,2.615355072,2.615355072,1.582915944,1.582915944,0.776729726,0.776729726,0.293139653,0.293139653,-1.06,4.799991611,10.63357721,9.589074368,0.0,0.0,10.63357721,0.0,13.59242839,10.63357721,25.40678785,58.2,0.0,4.711898148,0.0,0.0,2,4,0,4,0,0,-1.1315,32.7504,0,0,0,2,0,0,0,0,0
164,165,34.7004315,10.27611111,10.27611111,1.6,16.56431855,5.766126534,-0.116972742,5.072731091,5.072731091,2.550943163,2.550943163,1.73924777,1.73924777,0.927535983,0.927535983,0.500995191,0.500995191,-1.59,1.218173077,11.46733495,4.794537184,4.629038937,0.0,10.31332651,5.733667477,5.733667477,11.46733495,16.22050624,108.03,11.46733495,6.597546296,10.34703704,0.0,4,6,0,6,0,0,-1.3204,31.6088,0,0,2,0,2,0,0,0,1
165,166,34.6883364,10.195,10.195,1.888888889,16.14616134,5.75038016,-0.116998221,4.664482801,4.664482801,2.417600479,2.417600479,1.558419038,1.558419038,0.797258272,0.797258272,0.476633493,0.476633493,-1.39,1.521095687,5.733667477,9.893218992,4.983978521,5.098681808,15.18134214,5.733667477,0.0,5.733667477,21.08852187,84.66,5.733667477,6.085648148,4.850833333,0.0,3,5,0,5,0,0,-1.1675,29.2811,0,0,3,1,1,0,0,0,1
166,167,35.8901847,9.960277778,9.960277778,1.625,16.27026044,5.933933564,-0.122147684,4.048167227,4.048167227,1.866704582,1.866704582,1.070540988,1.070540988,0.406225868,0.406225868,0.176940015,0.176940015,-1.1,3.104081633,10.84019487,10.11132579,4.794537184,0.0,5.316788604,5.733667477,6.606881965,11.05045608,23.6517036,92.42,5.106527395,9.606203704,4.486944444,-0.954583333,4,5,0,5,0,0,-1.8264,24.8119,1,1,0,1,1,0,0,0,1
167,168,29.4055983,10.30888023,10.30888023,1.5,16.47746432,5.709639636,0.038746374,7.083701133,7.083701133,4.122386238,4.122386238,2.745040688,2.745040688,1.830966874,1.830966874,1.161986006,1.161986006,-0.81,3.543184144,15.78731903,4.899909731,4.794537184,0.0,10.21669833,5.733667477,39.39278955,11.05045608,50.3238138,67.59,10.47053043,2.54917517,4.914810878,-0.455315334,3,5,1,5,1,1,-1.0131,44.8451,0,0,0,1,1,0,1,0,1
168,169,32.7469311,9.758194444,9.758194444,1.857142857,16.25164178,5.709338169,0.241557126,3.847025718,3.847025718,1.912580436,1.912580436,1.014634263,1.014634263,0.411034255,0.411034255,0.179101519,0.179101519,-0.77,5.23,16.15698348,0.0,4.794537184,0.0,5.316788604,5.733667477,13.15163837,11.05045608,24.28928028,75.35,5.106527395,10.22888889,4.617361111,-0.602731481,4,4,0,4,0,0,-1.353,24.6719,1,1,0,1,1,0,0,0,1
169,170,31.5306214,10.269375,10.269375,1.272727273,16.29153047,5.722108187,0.050243939,5.94855969,5.94855969,3.00214275,3.00214275,2.243922505,2.243922505,1.296356081,1.296356081,0.529931697,0.529931697,-0.85,2.705089708,26.37003827,0.0,4.794537184,0.0,5.316788604,5.733667477,19.82064589,11.05045608,46.71026784,115.81,21.05324966,27.93666667,3.31099537,-0.900787037,6,6,0,6,0,0,-2.6296,36.7075,3,3,0,1,1,0,0,0,1
170,171,34.5856655,10.18638889,10.18638889,1.555555556,16.15922914,5.713455585,0.242413806,4.977162391,4.977162391,2.815931465,2.815931465,1.84984933,1.84984933,1.108519891,1.108519891,0.749502457,0.749502457,-0.81,1.865156328,11.05045608,10.63357721,4.794537184,0.0,15.95036581,5.733667477,13.08951281,21.68403329,25.41033772,79.18,5.733667477,8.388055556,4.842222222,-0.51212963,5,5,1,5,1,1,-1.8689,32.5125,0,0,0,3,1,0,0,0,1
171,172,34.4165391,10.5437963,10.5437963,1.2,16.15930836,5.988994629,-0.131904455,5.54011122,5.54011122,3.212778743,3.212778743,2.619838679,2.619838679,1.706463639,1.706463639,1.03438416,1.03438416,-1.06,1.260105227,11.46733495,9.589074368,0.0,0.0,0.0,23.30314705,0.0,11.46733495,11.81435946,86.18,11.46733495,0.0,9.877592593,0.0,4,4,1,4,0,1,-1.0168,34.6028,0,0,0,0,2,0,0,0,2
172,173,34.3571758,10.80576153,10.80576153,1.818181818,16.4700535,5.8935742,0.09496122,5.995380822,5.995380822,3.023444551,3.023444551,1.794971216,1.794971216,1.072861652,1.072861652,0.541807331,0.541807331,-1.43,1.525929032,15.57355102,4.794537184,0.0,4.983978521,15.45743038,5.733667477,7.047671983,11.05045608,23.09549349,94.04,5.733667477,5.733554422,5.176795163,0.0,3,6,0,6,0,0,-1.1121,35.5796,0,0,2,1,1,0,0,0,0
173,174,29.2329175,9.858796296,9.858796296,2.0,16.58460638,5.803568606,-0.118663053,3.1783039,3.1783039,1.7141001,1.7141001,1.224344202,1.224344202,0.650671701,0.650671701,0.212378949,0.212378949,-0.57,0.489874374,10.47053043,4.794537184,0.0,0.0,0.0,5.733667477,6.606881965,5.733667477,18.61802808,55.62,5.733667477,0.0,4.733796296,0.0,2,3,1,3,1,1,-1.1295,18.9344,0,0,0,0,1,0,1,0,1
174,175,28.9564303,10.40296296,10.40296296,1.8,16.48092476,5.783733509,-0.128189188,5.617081328,5.617081328,3.266853488,3.266853488,2.470875984,2.470875984,1.702934239,1.702934239,1.034071842,1.034071842,-0.61,1.457218133,15.57705783,4.794537184,0.0,0.0,0.0,11.65157352,13.21376393,5.733667477,30.33143744,72.55,15.57705783,9.071666667,4.871296296,0.0,3,4,1,4,1,1,-1.1309,34.1272,1,1,0,0,1,0,1,0,1
175,176,29.5392588,10.40296296,10.40296296,1.8,16.48092476,5.783733509,-0.128189188,5.617081328,5.617081328,3.266853488,3.266853488,2.470875984,2.470875984,1.702934239,1.702934239,1.034071842,1.034071842,-0.61,1.457218133,15.57705783,4.794537184,0.0,0.0,0.0,11.65157352,13.21376393,5.733667477,30.33143744,72.55,15.57705783,9.071666667,4.871296296,0.0,3,4,1,4,1,1,-1.1309,34.1272,1,1,0,0,1,0,1,0,1
176,177,29.3496486,10.40296296,10.40296296,1.8,16.48092476,5.783733509,-0.128189188,5.617081328,5.617081328,3.266853488,3.266853488,2.470875984,2.470875984,1.702934239,1.702934239,1.034071842,1.034071842,-0.61,1.457218133,15.57705783,4.794537184,0.0,0.0,0.0,11.65157352,13.21376393,5.733667477,30.33143744,72.55,15.57705783,9.071666667,4.871296296,0.0,3,4,1,4,1,1,-1.1309,34.1272,1,1,0,0,1,0,1,0,1
177,178,31.7947323,10.43902778,10.43902778,1.777777778,16.15725546,5.892739653,-0.123345116,4.885410682,4.885410682,2.786075375,2.786075375,2.061143822,2.061143822,1.33873663,1.33873663,0.8274871,0.8274871,-1.06,1.187967924,11.05045608,9.589074368,0.0,0.0,5.316788604,5.733667477,0.0,11.05045608,17.85620029,72.19,5.733667477,2.439814815,4.906296296,-0.418981481,3,4,1,4,1,1,-1.2497,30.3591,0,0,0,1,1,0,0,0,1
178,179,30.5089232,10.43407407,10.43407407,1.777777778,16.4782965,5.795519028,-0.122201149,5.092517463,5.092517463,2.909301499,2.909301499,1.983993887,1.983993887,1.265098006,1.265098006,0.748160679,0.748160679,-0.61,1.654910535,15.78731903,4.794537184,0.0,0.0,5.316788604,5.733667477,19.75852033,11.05045608,31.70754089,64.35,10.47053043,2.918981481,4.985740741,-0.278935185,3,4,1,4,1,1,-1.5399,31.8041,0,0,0,1,1,0,1,0,1
179,180,28.4976682,9.858796296,9.858796296,2.0,16.58460638,5.803568606,-0.118663053,3.1783039,3.1783039,1.7141001,1.7141001,1.224344202,1.224344202,0.650671701,0.650671701,0.212378949,0.212378949,-0.57,0.489874374,10.47053043,4.794537184,0.0,0.0,0.0,5.733667477,6.606881965,5.733667477,18.61802808,55.62,5.733667477,0.0,4.733796296,0.0,2,3,1,3,1,1,-1.1295,18.9344,0,0,0,0,1,0,1,0,1
180,181,33.4157691,10.25347222,10.25347222,1.625,16.19426684,6.009417646,-0.1179094,4.048167227,4.048167227,2.059835135,2.059835135,1.481230296,1.481230296,0.821163832,0.821163832,0.457117782,0.457117782,-1.1,0.627295682,0.0,15.12023831,10.63720745,0.0,10.32570113,5.84267027,6.544756406,11.15945887,23.49196317,75.43,5.84267027,2.811342593,0.0,-0.532407407,3,5,1,5,1,1,-1.5881,24.4321,0,0,0,1,1,0,0,0,0
181,182,33.5276614,3.685,3.685,1.444444444,15.71294052,5.244492855,0.674689491,4.703067944,4.703067944,2.727927174,2.727927174,1.749186213,1.749186213,1.139193399,1.139193399,0.739934572,0.739934572,-1.33,0.592408938,10.74258,0.0,0.0,0.0,20.31625773,0.0,23.83209281,10.74258,33.40577054,67.66,0.0,13.77240741,2.960648148,0.0,2,6,1,6,0,0,-1.3579,30.5344,0,0,4,2,0,0,0,0,0
182,183,30.6238986,10.74159722,10.74159722,1.333333333,16.29123702,5.870596364,-0.120166554,6.655666471,6.655666471,3.41039104,3.41039104,2.44804665,2.44804665,1.481751487,1.481751487,0.580962733,0.580962733,-0.91,2.612657297,20.63637079,4.794537184,0.0,0.0,5.316788604,0.0,19.82064589,5.316788604,46.58633306,89.79,15.31958218,28.47797902,-1.35587963,0.0,4,5,0,5,0,0,-1.9957,42.3281,3,3,0,1,0,0,0,0,0
183,184,35.6022219,10.49138889,10.49138889,1.8,16.13846987,5.748755148,-0.117234098,5.481559723,5.481559723,2.709794032,2.709794032,1.896748553,1.896748553,0.932030041,0.932030041,0.535078482,0.535078482,-1.46,1.276445289,5.733667477,4.794537184,4.681802935,0.0,20.20725493,0.0,5.733667477,5.733667477,25.99049988,86.69,5.733667477,10.12324074,5.263472222,0.0,2,6,0,6,0,0,-1.1557,32.9104,0,0,4,0,1,0,0,0,0
184,185,35.4617695,10.60343348,10.60343348,0.769230769,16.15968436,5.786088331,-0.124328698,7.802095141,7.802095141,3.728397839,3.728397839,2.534584057,2.534584057,1.042802099,1.042802099,0.718042573,0.718042573,-1.59,6.794245917,15.95036581,14.38361155,0.0,0.0,15.95036581,0.0,0.0,15.95036581,24.01124958,87.3,0.0,7.019166667,0.0,0.0,3,6,0,6,0,0,-1.3217,45.2381,0,0,0,3,0,0,0,0,0
185,186,31.350229,10.8225,10.8225,0.916666667,16.15572851,5.886029984,-0.124805734,7.138958434,7.138958434,3.526585998,3.526585998,2.358154351,2.358154351,1.06900522,1.06900522,0.508614263,0.508614263,-1.39,6.726144019,10.63357721,14.38361155,0.0,0.0,10.63357721,0.0,13.08951281,10.63357721,30.68711722,75.27,0.0,4.658493953,0.0,0.0,2,5,0,5,0,0,-1.1723,42.3744,0,0,0,2,0,0,0,0,0
186,187,28.9914836,10.23555556,10.23555556,1.75,16.3073198,5.843905181,-0.140562501,4.347025718,4.347025718,2.38061964,2.38061964,1.999388716,1.999388716,1.29354556,1.29354556,0.536034255,0.536034255,-0.61,0.579370865,16.15698348,4.794537184,0.0,0.0,5.316788604,5.733667477,13.08951281,11.05045608,29.70427075,75.35,10.84019487,11.6824537,3.553055556,0.0,4,4,1,4,1,1,-2.194,27.0139,1,0,0,1,1,0,0,0,1
187,188,30.4203128,11.51967593,11.51967593,1.285714286,16.19259294,6.345903042,-0.146018547,8.66948757,8.66948757,4.914793074,4.914793074,3.670362975,3.670362975,2.018220512,2.018220512,1.335458061,1.335458061,-1.1,2.990702948,15.53348694,9.589074368,0.0,0.0,15.53348694,0.0,26.17902562,10.63357721,48.93513564,61.44,0.0,5.712951074,0.0,0.008671816,2,5,1,5,1,1,-1.0572,52.7284,0,0,0,2,0,0,0,0,0
188,189,35.2186519,9.930555556,9.930555556,1.333333333,16.13896496,5.813705262,-0.115938949,3.477162391,3.477162391,1.727727507,1.727727507,0.946923425,0.946923425,0.455341801,0.455341801,0.083333333,0.083333333,-0.41,1.868551532,11.46733495,4.794537184,0.0,0.0,0.0,11.46733495,13.08951281,11.46733495,18.87275776,69.11,11.46733495,0.0,9.706018519,0.0,4,3,0,3,0,0,-1.5271,23.1158,0,0,0,0,2,0,0,0,0
189,190,34.1571897,10.07796296,10.07796296,1.75,16.26870939,5.795968237,-0.12076893,4.664862963,4.664862963,2.28369024,2.28369024,1.668755772,1.668755772,0.848251505,0.848251505,0.237728606,0.237728606,-0.61,1.902080656,16.57386235,4.794537184,0.0,0.0,0.0,11.46733495,0.0,11.46733495,23.15951434,89.34,16.57386235,8.565462963,9.747685185,-0.935185185,5,4,0,4,0,0,-1.8202,28.8506,1,1,0,0,2,0,0,0,1
190,191,34.0590008,10.07796296,10.07796296,1.75,16.26870939,5.795968237,-0.12076893,4.664862963,4.664862963,2.28369024,2.28369024,1.668755772,1.668755772,0.848251505,0.848251505,0.237728606,0.237728606,-0.61,1.902080656,16.57386235,4.794537184,0.0,0.0,0.0,11.46733495,0.0,11.46733495,23.15951434,89.34,16.57386235,8.565462963,9.747685185,-0.935185185,5,4,0,4,0,0,-1.8202,28.8506,1,1,0,0,2,0,0,0,1
191,192,29.2676375,9.36662037,9.36662037,1.25,16.36543674,4.920326484,-0.138475066,6.959682617,6.959682617,3.928961267,3.928961267,3.238029476,3.238029476,2.366615688,2.366615688,1.501776078,1.501776078,-0.2,1.596902618,20.42610958,4.899909731,0.0,0.0,4.899909731,0.0,20.19931035,0.0,69.87906966,84.16,5.106527395,36.63435185,0.0,-0.482962963,4,5,1,5,1,1,-2.6246,41.5242,4,4,0,0,0,0,0,0,0
192,193,31.5865046,9.870963719,9.870963719,1.777777778,16.36691277,5.645383279,-0.873678272,5.38503052,5.38503052,2.785136228,2.785136228,1.979498742,1.979498742,0.984694357,0.984694357,0.525648328,0.525648328,-0.61,5.257996013,19.9075017,0.0,0.0,0.0,0.0,0.0,26.74406676,10.00643713,37.81989944,64.8,5.106527395,18.1863511,0.0,0.0,2,4,0,4,0,0,-3.7567,28.7135,1,1,0,1,0,0,0,0,0
193,194,31.0683532,9.985324074,9.985324074,1.777777778,16.36768745,5.702789762,-0.858086345,5.6783039,5.6783039,2.792058439,2.792058439,2.336759592,2.336759592,0.930910923,0.930910923,0.523159739,0.523159739,-0.61,3.931271989,20.53464179,0.0,0.0,0.0,0.0,5.733667477,20.64010037,15.7401046,32.65124649,70.59,5.733667477,9.985324074,5.134537037,-0.837962963,3,4,0,4,0,0,-3.7919,30.6601,0,0,0,1,1,0,0,0,0
194,195,29.6532911,10.89074074,10.89074074,1.8,16.49535395,5.802750546,-0.133159934,6.015167194,6.015167194,3.382531746,3.382531746,2.177807669,2.177807669,1.466440468,1.466440468,0.894807932,0.894807932,-0.61,1.683003428,15.37044016,4.794537184,0.0,0.0,10.63357721,0.0,26.74406676,10.63357721,38.75521288,50.36,4.736862954,5.594953704,0.0,0.0,2,4,1,4,1,1,-1.2792,36.6764,0,0,0,2,0,0,1,0,0
195,196,31.1504365,9.985324074,9.985324074,1.777777778,16.36768745,5.702789762,-0.858086345,5.6783039,5.6783039,2.792058439,2.792058439,2.336759592,2.336759592,0.930910923,0.930910923,0.523159739,0.523159739,-0.61,3.931271989,20.53464179,0.0,0.0,0.0,0.0,5.733667477,20.64010037,15.7401046,32.65124649,70.59,5.733667477,9.985324074,5.134537037,-0.837962963,3,4,0,4,0,0,-3.7919,30.6601,0,0,0,1,1,0,0,0,0
196,197,30.0746228,9.36662037,9.36662037,1.25,16.36543674,4.920326484,-0.138475066,6.959682617,6.959682617,3.928961267,3.928961267,3.238029476,3.238029476,2.366615688,2.366615688,1.501776078,1.501776078,-0.2,1.596902618,20.42610958,4.899909731,0.0,0.0,4.899909731,0.0,20.19931035,0.0,69.87906966,84.16,5.106527395,36.63435185,0.0,-0.482962963,4,5,1,5,1,1,-2.6246,41.5242,4,4,0,0,0,0,0,0,0
197,198,32.4505545,10.34671296,10.34671296,2.0,16.25399873,5.806591204,-0.122141763,4.717269206,4.717269206,2.30060867,2.30060867,1.403318028,1.403318028,0.779866109,0.779866109,0.268306752,0.268306752,-0.61,1.902080656,16.15698348,4.794537184,0.0,0.0,5.316788604,5.733667477,13.65455395,11.05045608,30.7101019,75.35,10.84019487,10.54217593,5.064953704,-0.777777778,4,4,0,4,0,0,-1.948,29.1279,1,1,0,1,1,0,0,0,0
198,199,32.1660816,10.34671296,10.34671296,2.0,16.25399873,5.806591204,-0.122141763,4.717269206,4.717269206,2.30060867,2.30060867,1.403318028,1.403318028,0.779866109,0.779866109,0.268306752,0.268306752,-0.61,1.902080656,16.15698348,4.794537184,0.0,0.0,5.316788604,5.733667477,13.65455395,11.05045608,30.7101019,75.35,10.84019487,10.54217593,5.064953704,-0.777777778,4,4,0,4,0,0,-1.948,29.1279,1,1,0,1,1,0,0,0,0
199,200,31.3845384,9.911780045,9.911780045,1.777777778,16.36675378,5.64539897,-0.871762908,5.515167194,5.515167194,2.877156753,2.877156753,2.044567079,2.044567079,1.017228525,1.017228525,0.581187627,0.581187627,-0.61,5.257996013,20.53464179,0.0,0.0,0.0,0.0,5.733667477,26.6819412,15.7401046,32.65124649,70.59,5.733667477,9.911780045,5.170976946,0.0,3,4,0,4,0,0,-3.7903,30.6821,0,0,0,1,1,0,0,0,0
200,201,32.9194549,10.50671296,10.50671296,2.0,16.15868421,5.824883997,-0.121167481,4.717269206,4.717269206,2.471429063,2.471429063,1.963069874,1.963069874,1.108381357,1.108381357,0.694622438,0.694622438,-0.61,0.800700975,5.733667477,10.22032858,5.008912524,0.0,10.43470392,5.733667477,13.59242839,11.15945887,30.55036147,58.36,5.733667477,1.673611111,7.850833333,-0.333333333,3,4,1,4,1,1,-1.7097,28.7481,0,0,0,1,1,0,0,0,0
201,202,29.6869673,8.694027778,8.694027778,1.75,16.50662465,4.916144822,-0.093643669,4.97678223,4.97678223,2.704238207,2.704238207,2.181243249,2.181243249,1.589703828,1.589703828,0.663143314,0.663143314,-0.12,0.726838691,15.16017895,0.0,0.0,0.0,5.316788604,0.0,26.86831788,5.316788604,37.51377052,41.49,9.843390349,11.68361111,-0.111111111,0.0,2,3,1,3,1,1,-1.0329,29.6955,1,1,0,1,0,0,1,0,0
202,203,32.09052,10.55712963,10.55712963,1.7,16.50661698,5.787195818,-0.134647852,5.962760951,5.962760951,3.353832567,3.353832567,2.495959141,2.495959141,1.475440622,1.475440622,0.96198991,0.96198991,-0.61,1.683003428,15.78731903,4.794537184,0.0,0.0,5.316788604,5.733667477,13.08951281,11.05045608,31.20462532,64.35,10.47053043,3.040092593,5.025462963,0.0,3,4,1,4,1,1,-1.1514,36.3991,0,0,0,1,1,0,1,0,1
203,204,32.2194925,10.55712963,10.55712963,1.7,16.50661698,5.787195818,-0.134647852,5.962760951,5.962760951,3.353832567,3.353832567,2.495959141,2.495959141,1.475440622,1.475440622,0.96198991,0.96198991,-0.61,1.683003428,15.78731903,4.794537184,0.0,0.0,5.316788604,5.733667477,13.08951281,11.05045608,31.20462532,64.35,10.47053043,3.040092593,5.025462963,0.0,3,4,1,4,1,1,-1.1514,36.3991,0,0,0,1,1,0,1,0,1
204,205,29.8716804,9.36662037,9.36662037,1.25,16.36543674,4.920326484,-0.138475066,6.959682617,6.959682617,3.928961267,3.928961267,3.238029476,3.238029476,2.366615688,2.366615688,1.501776078,1.501776078,-0.2,1.596902618,20.42610958,4.899909731,0.0,0.0,4.899909731,0.0,20.19931035,0.0,69.87906966,84.16,5.106527395,36.63435185,0.0,-0.482962963,4,5,1,5,1,1,-2.6246,41.5242,4,4,0,0,0,0,0,0,0
205,206,29.6409659,9.585231481,9.585231481,1.6,16.29183099,5.120107357,-0.018600643,5.333204618,5.333204618,3.105514778,3.105514778,2.490380646,2.490380646,1.72669925,1.72669925,0.968746389,0.968746389,-0.94,0.644299942,10.423316,0.0,0.0,15.41074871,20.72753732,0.0,13.08951281,5.316788604,33.60678892,73.83,0.0,22.39013889,-0.153935185,0.0,3,5,1,5,1,1,-1.4045,33.1492,1,0,3,2,0,0,0,0,0
206,207,34.2253298,10.86426682,10.86426682,1.384615385,16.15644579,5.866870811,-0.126449676,8.04011122,8.04011122,4.257272495,4.257272495,3.356141943,3.356141943,1.571164043,1.571164043,0.970868274,0.970868274,-1.1,5.188324019,16.78412356,9.589074368,0.0,0.0,5.316788604,17.385241,6.544756406,16.78412356,24.40095669,98.21,11.46733495,2.458981481,10.18065098,-0.60087963,5,5,0,5,0,0,-1.0387,49.6345,0,0,0,1,2,0,0,0,1
207,208,27.586916,8.692500709,8.692500709,0.75,16.25336716,4.703807107,0.098390787,7.445708631,7.445708631,4.529822128,4.529822128,3.130495168,3.130495168,2.297366596,2.297366596,1.519348531,1.519348531,-0.16,3.064709213,10.21305479,9.799819462,0.0,0.0,9.799819462,0.0,52.48230236,0.0,72.49517662,46.94,10.21305479,17.38500142,0.0,0.0,2,4,1,4,1,1,-1.4114,47.0516,2,2,0,0,0,0,0,0,0
208,209,28.0584698,8.624444444,8.624444444,1.714285714,16.60485213,4.539960175,-0.112138949,4.054132499,4.054132499,2.397931356,2.397931356,1.529565065,1.529565065,0.908034621,0.908034621,0.551595235,0.551595235,-0.12,1.425569327,15.16017895,0.0,0.0,0.0,5.316788604,0.0,19.69639478,5.316788604,31.0929489,41.49,9.843390349,11.58393519,0.0,0.0,2,3,1,3,1,1,-1.0754,24.8285,1,1,0,1,0,0,1,0,0
209,210,31.5133457,11.03097254,11.03097254,1.5,16.17472277,6.049582286,-0.124919696,7.923415484,7.923415484,4.408631167,4.408631167,3.106224167,3.106224167,1.858311196,1.858311196,1.20344828,1.20344828,-1.43,3.135850429,10.63357721,19.70040016,0.0,0.0,15.95036581,0.0,13.08951281,15.95036581,36.85289283,87.3,0.0,7.6358105,0.0,-0.447909108,3,6,1,6,1,1,-1.8728,48.2411,0,0,0,3,0,0,0,0,0
210,211,31.7463526,10.76363875,10.76363875,1.75,16.47783857,5.728887555,0.077435848,7.222273975,7.222273975,4.093752911,4.093752911,2.685987513,2.685987513,1.734528852,1.734528852,1.05511651,1.05511651,-0.81,3.061389047,20.68722877,0.0,4.794537184,0.0,15.95036581,0.0,33.35094872,15.95036581,45.42390407,62.39,4.736862954,8.426430933,0.0,0.095762472,3,5,1,5,1,1,-1.0962,45.0681,0,0,0,3,0,0,1,0,0
211,212,32.0069945,10.65430556,10.65430556,1.777777778,16.14949693,5.860245204,-0.125620969,5.399812122,5.399812122,2.907012842,2.907012842,2.299910942,2.299910942,1.803768314,1.803768314,0.849207372,0.849207372,-0.61,0.799215801,16.36724469,4.794537184,0.0,0.0,10.63357721,5.733667477,20.13718479,16.36724469,31.58328978,67.15,5.733667477,5.848287037,4.643472222,0.0,4,4,1,4,1,1,-1.9669,33.8548,0,0,0,2,1,0,0,0,1
212,213,27.9876321,8.331437075,8.331437075,1.625,16.50030782,4.712222943,-0.006289226,4.76123928,4.76123928,2.852303141,2.852303141,1.912111847,1.912111847,1.182887288,1.182887288,0.622227258,0.622227258,-0.12,1.434508351,15.16017895,0.0,0.0,0.0,5.316788604,0.0,26.3654023,5.316788604,37.51377052,41.49,9.843390349,11.42518707,0.0,0.501990741,2,3,1,3,1,1,-1.0329,29.6955,1,1,0,1,0,0,1,0,0
213,214,29.2242867,10.94362765,10.94362765,1.666666667,16.46213966,6.04946953,-0.124798801,6.923415484,6.923415484,3.797877056,3.797877056,2.616060533,2.616060533,1.665551935,1.665551935,1.053736098,1.053736098,-0.94,2.281955649,10.05365156,14.90586297,0.0,0.0,10.63357721,0.0,20.26143591,10.63357721,38.1176362,67.43,4.736862954,5.117404337,0.0,-0.367916667,2,5,1,5,1,1,-1.3625,41.4334,0,0,0,2,0,0,1,1,0
214,215,31.9123154,11.03097254,11.03097254,1.5,16.17472277,6.049582286,-0.124919696,7.923415484,7.923415484,4.408631167,4.408631167,3.106224167,3.106224167,1.858311196,1.858311196,1.20344828,1.20344828,-1.43,3.135850429,10.63357721,19.70040016,0.0,0.0,15.95036581,0.0,13.08951281,15.95036581,36.85289283,87.3,0.0,7.6358105,0.0,-0.447909108,3,6,1,6,1,1,-1.8728,48.2411,0,0,0,3,0,0,0,0,0
215,216,34.4871016,10.4238892,10.4238892,1.583333333,32.16650534,7.988413053,-0.118918158,6.871009241,7.687505822,3.408083843,4.562784382,2.256953292,3.28721005,1.086036734,2.029317463,0.420688328,1.262064983,-0.75,5.992415229,16.78412356,9.589074368,0.0,0.0,5.316788604,11.46733495,11.629642,16.78412356,29.48584228,98.21,11.46733495,2.556162132,10.23866339,-0.635409108,5,5,0,6,0,0,-1.3742,48.3115,0,0,0,1,2,0,0,0,1
216,217,35.2459866,10.93441421,10.93441421,1.714285714,16.15562712,5.852790196,-0.125700374,7.780218034,7.780218034,4.129823424,4.129823424,2.936448779,2.936448779,1.699827841,1.699827841,1.084343591,1.084343591,-1.85,2.889215803,16.0344346,9.589074368,4.983978521,0.0,15.28474565,5.733667477,0.0,11.05045608,27.82415733,100.87,5.733667477,2.456342593,5.865993008,-0.687083333,4,6,0,6,0,0,-1.0578,49.0908,0,0,2,2,1,0,0,0,1
217,218,31.1593736,11.03880433,11.03880433,1.230769231,16.15273555,5.794037909,-0.122024463,8.38503052,8.38503052,4.179563419,4.179563419,3.010912376,3.010912376,1.412904054,1.412904054,0.783565448,0.783565448,-1.1,7.266972477,15.53348694,9.589074368,0.0,0.0,15.53348694,0.0,34.23252876,10.63357721,50.94679795,61.44,0.0,5.116599978,0.0,0.0,2,5,0,5,0,0,-1.1997,50.2474,0,0,0,2,0,0,0,0,0
218,219,35.7308473,10.93441421,10.93441421,1.714285714,16.15562712,5.852790196,-0.125700374,7.780218034,7.780218034,4.129823424,4.129823424,2.936448779,2.936448779,1.699827841,1.699827841,1.084343591,1.084343591,-1.85,2.889215803,16.0344346,9.589074368,4.983978521,0.0,15.28474565,5.733667477,0.0,11.05045608,27.82415733,100.87,5.733667477,2.456342593,5.865993008,-0.687083333,4,6,0,6,0,0,-1.0578,49.0908,0,0,2,2,1,0,0,0,1
219,220,34.6819561,9.939212963,9.939212963,2.0,16.36794192,5.689626513,-0.655005612,4.75565417,4.75565417,2.424103609,2.424103609,1.49456426,1.49456426,0.959052251,0.959052251,0.368390572,0.368390572,-0.61,1.902080656,20.95152066,0.0,0.0,0.0,0.0,5.733667477,13.59242839,16.15698348,25.60357451,82.76,5.733667477,11.44847222,5.03212963,-0.587962963,4,4,0,4,0,0,-3.7432,25.6988,0,0,0,0,2,0,0,0,0
