,index,Water_all_overlap_factor_100,Chi0n,Chi0v,Chi1n,Chi1v,Chi2n,Chi3n,Chi3v,Chi4n,HallKierAlpha,PEOE_VSA3,PEOE_VSA4,SMR_VSA4,SMR_VSA6,SlogP_VSA1,SlogP_VSA2,TPSA,VSA_EState4,NHOHCount,NumAliphaticRings,NumHeteroatoms,NumSaturatedRings,fr_Al_OH,fr_Al_OH_noTert,fr_NH1,fr_NH2,fr_ether
124,125,30.9372534,5.343747204,5.343747204,3.040555688,3.040555688,2.346481568,1.540174021,1.540174021,0.828820891,-0.2,0.0,0.0,5.733667477,6.606881965,5.733667477,46.46626448,95.94,5.187546296,5,1,5,1,3,3,0,1,1
125,126,32.2805807,4.054132499,4.054132499,2.135706983,2.135706983,1.216406078,0.618313067,0.618313067,0.226762561,-0.41,0.0,0.0,5.733667477,13.15163837,5.733667477,24.04141071,63.32,4.897453704,3,0,3,0,1,1,0,1,0
126,127,36.0001415,5.500765753,5.500765753,2.832899223,2.832899223,1.962882444,1.035074775,1.035074775,0.441489755,-0.94,0.0,0.0,5.733667477,6.544756406,16.57386235,24.33914747,110.86,8.116856576,5,0,5,0,0,0,0,1,0
127,128,36.3676996,5.500765753,5.500765753,2.832899223,2.832899223,1.962882444,1.035074775,1.035074775,0.441489755,-0.94,0.0,0.0,5.733667477,6.544756406,16.57386235,24.33914747,110.86,8.116856576,5,0,5,0,0,0,0,1,0
128,129,31.8500465,5.587512694,5.587512694,2.745015105,2.745015105,1.880637615,1.068867722,1.068867722,0.385738212,-0.61,0.0,0.0,5.733667477,7.047671983,11.05045608,30.20718632,75.35,5.208472222,4,0,4,0,1,1,1,1,0
129,130,27.1189288,7.608845338,7.608845338,4.419275662,4.419275662,3.440281792,2.275593989,2.275593989,1.386224319,-0.16,0.0,0.0,0.0,46.37833598,0.0,72.49517662,46.94,0.0,2,1,4,1,2,2,0,0,0
130,131,32.4447204,6.015167194,6.015167194,3.296258731,3.296258731,2.620343049,1.683025819,1.683025819,0.88465701,-0.61,0.0,0.0,5.733667477,19.69639478,11.05045608,31.20462532,64.35,4.304097222,3,1,4,1,0,0,1,1,1
131,132,27.5882451,7.608845338,7.608845338,4.419275662,4.419275662,3.440281792,2.275593989,2.275593989,1.386224319,-0.16,0.0,0.0,0.0,46.37833598,0.0,72.49517662,46.94,0.0,2,1,4,1,2,2,0,0,0
132,133,28.8578704,6.973503716,6.973503716,4.207736662,4.207736662,3.728272666,3.058220455,3.058220455,2.262316232,-0.45,0.0,0.0,0.0,7.047671983,0.0,52.23549588,60.77,0.0,2,2,4,2,2,2,0,0,0
133,134,31.1728474,7.092137301,7.092137301,3.785136228,3.785136228,2.306522741,1.159979734,1.159979734,0.635771504,-1.1,0.0,0.0,0.0,19.69639478,10.63357721,36.61728163,78.43,0.0,3,0,5,0,1,1,2,0,0
134,135,33.3619323,6.86562431,6.86562431,3.335329672,3.335329672,2.29072219,1.001363575,1.001363575,0.574381054,-1.14,0.0,0.0,0.0,0.0,10.63357721,34.48321659,98.66,0.0,4,0,6,0,2,2,2,0,0
135,136,32.8944487,6.86562431,6.86562431,3.335329672,3.335329672,2.29072219,1.001363575,1.001363575,0.574381054,-1.14,0.0,0.0,0.0,0.0,10.63357721,34.48321659,98.66,0.0,4,0,6,0,2,2,2,0,0
136,137,33.9651453,5.471197119,5.471197119,2.601623963,2.601623963,1.824580549,0.846546179,0.846546179,0.376024148,-1.06,0.0,0.0,5.733667477,0.0,11.05045608,17.85620029,72.19,4.830601852,3,0,4,0,0,0,1,1,0
137,138,33.3370962,6.86562431,6.86562431,3.335329672,3.335329672,2.29072219,1.001363575,1.001363575,0.574381054,-1.14,0.0,0.0,0.0,0.0,10.63357721,34.48321659,98.66,0.0,4,0,6,0,2,2,2,0,0
138,139,31.1227933,7.94855969,7.94855969,4.129235617,4.129235617,3.563865799,1.807121003,1.807121003,0.717130878,-0.65,0.0,0.0,5.414990469,19.75852033,5.316788604,47.08924864,89.79,-0.861568405,4,0,5,0,3,3,1,0,0
139,140,30.9773476,7.94855969,7.94855969,4.129235617,4.129235617,3.563865799,1.807121003,1.807121003,0.717130878,-0.65,0.0,0.0,5.414990469,19.75852033,5.316788604,47.08924864,89.79,-0.861568405,4,0,5,0,3,3,1,0,0
140,141,28.0471645,7.346065215,7.346065215,3.769385278,3.769385278,2.108154351,1.135305915,1.135305915,0.587738408,-1.1,0.0,0.0,0.0,26.80619232,10.63357721,38.62055178,67.43,0.0,2,0,5,0,0,0,2,0,1
141,142,30.015373,6.38503052,6.38503052,3.388689619,3.388689619,1.838961869,0.940923096,0.940923096,0.490546998,-1.1,0.0,0.0,0.0,19.69639478,10.63357721,36.61728163,78.43,0.0,3,0,5,0,1,1,2,0,0
