SAMFid,MaxEStateIndex,MinEStateIndex,MaxAbsEStateIndex,MinAbsEStateIndex,qed,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,NumRadicalElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BCUT2D_MWHI,BCUT2D_MWLOW,BCUT2D_CHGHI,BCUT2D_CHGLO,BCUT2D_LOGPHI,BCUT2D_LOGPLOW,BCUT2D_MRHI,BCUT2D_MRLOW,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea
365,10.48134259,-0.534166667,10.48134259,0.065,0.394950361,128.131,120.067,128.0585775,50,0,0.30908259,-0.345788602,0.345788602,0.30908259,1.444444444,2.111111111,2.555555556,16.19081642,10.25118325,2.204720005,-2.184206343,1.846421572,-2.539046717,6.352157596,-0.140766819,2.539919933,155.0369846,6.853371151,5.100953631,5.100953631,4.198377303,2.786075375,2.786075375,2.084534269,2.084534269,1.15252815,1.15252815,0.66643964,0.66643964,-1.06,104.2009193,6.065944584,2.045962722,1.187967924,52.6159569,10.63357721,0,0,0,0,11.81435946,9.589074368,0,0,0,0,6.9237372,12.58659724,0,9.589074368,11.81435946,0,10.63357721,0,12.96557803,6.544756406,0,0,0,10.63357721,0,0,0,24.40095669,9.589074368,0,6.9237372,0,0,0,0,58.2,11.81435946,9.589074368,0,6.041840829,6.544756406,0,0,0,6.9237372,10.63357721,0,0,0,20.89782407,4.908564815,0,-1.067731481,0.065,0,2.363009259,0,0.6,9,2,4,0,1,1,0,0,0,2,2,4,0,0,1,1,1,-1.3791,30.6144,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
366,8.617685185,-0.258425926,8.617685185,0.045138889,0.513711815,148.158,136.062,148.0735589,60,0,0.104408958,-0.393582489,0.393582489,0.104408958,1.1,1.6,2,16.5926597,10.28820652,2.205197671,-2.270214923,2.055556576,-2.394968729,4.655966243,-0.160958538,2.246450051,85.74860596,7.397341225,5.694051435,5.694051435,4.863703305,3.314203484,3.314203484,2.28270555,2.28270555,1.399657552,1.399657552,0.873141592,0.873141592,-0.16,235.2901528,7.941626016,3.875975164,1.914944034,59.37368841,19.6867807,12.20793278,0,0,0,0,0,0,0,0,0,0,0,26.42752786,19.6867807,0,0,0,0,12.20793278,26.42752786,0,0,0,0,0,0,0,48.84851542,9.473725908,0,0,0,0,0,0,58.92,0,0,0,25.4216967,13.21376393,0,0,0,0,0,19.6867807,10.1912037,0,0,17.23537037,0,0,0,-0.516851852,0.756944444,0,1,10,2,4,0,1,1,0,0,0,4,2,4,2,0,1,1,1,-1.245,33.6516,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
367,9.279537037,-1.364953704,9.279537037,0.439675926,0.385501363,194.183,180.071,194.0790382,78,0,0.185802245,-0.393566515,0.393566515,0.185802245,1.153846154,1.769230769,2.230769231,16.69964111,9.993892879,2.429132115,-2.384598117,2.204775417,-2.584302254,4.880349821,-0.293910681,2.65939048,143.0617569,10.00807169,7.19920909,7.19920909,6.112590865,3.947761131,3.947761131,2.932978932,2.932978932,2.080757311,2.080757311,1.262220929,1.262220929,-0.24,791.423182,10.83836991,4.316641101,1.984330851,75.32709803,29.89983549,24.41586555,6.290026729,0,0,0,0,0,0,0,0,0,7.109797541,6.606881965,29.89983549,0,0,0,0,30.70589228,13.71667951,0,0,0,0,0,0,0,64.84868137,9.473725908,0,0,0,0,0,0,99.38,37.31277424,15.31958218,0,0,0,0,7.109797541,0,0,0,14.5802533,9.647222222,0,0,36.57377457,0,0,0,-5.913009259,-0.439675926,1.298355064,1,13,4,6,0,1,1,0,0,0,6,4,6,2,0,1,1,1,-2.5673,40.7762,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
368,10.5750463,-1.001157407,10.5750463,0.184259259,0.472548319,147.174,134.07,147.0895433,60,0,0.248140792,-0.391583874,0.391583874,0.248140792,1.5,2,2.3,16.28498697,10.32750655,2.071384931,-2.07235236,1.799325904,-2.362796187,5.794167869,-0.128368627,3.403753306,111.5605563,8.14626437,6.164482801,6.164482801,4.53658126,3.175699279,3.175699279,2.270146446,2.270146446,0.951147215,0.951147215,0.39600347,0.39600347,-0.61,111.0417522,9.39,4.244433587,4.286691532,59.86381339,15.52984339,6.103966388,0,5.907179729,0,0,4.794537184,0,0,0,0,13.8474744,6.544756406,6.103966388,15.00759197,5.907179729,0,5.316788604,0,26.05540717,6.544756406,0,0,0,5.316788604,0,0,0,34.8729237,4.794537184,0,13.8474744,0,0,0,0,69.56,18.1151125,4.794537184,0,6.544756406,0,0,6.9237372,6.9237372,0,5.316788604,10.21305479,0,0,10.5750463,19.66937642,0,-0.4575,0,-1.568101852,3.114512472,0,0.833333333,10,3,4,0,0,0,0,0,0,3,3,4,3,0,0,0,0,-1.1358,36.3713,0,2,2,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
369,11.14702853,-0.530510676,11.14702853,0.071422194,0.473902928,185.183,174.095,185.0800412,72,0,0.325504486,-0.394545967,0.394545967,0.325504486,1.384615385,2.076923077,2.615384615,16.25114029,10.34355754,2.027124175,-2.043733435,1.994126607,-2.269046381,5.437864883,0.310738086,3.065424761,392.7046201,9.844934983,7.177923739,7.177923739,6.147065708,3.828029447,3.828029447,2.558631784,2.558631784,1.543735276,1.543735276,0.993720265,0.993720265,-1.56,727.7939333,9.527412587,3.902562753,2.187074407,73.63266556,15.40729452,5.687386275,0,0,5.559266895,5.689743398,9.778515705,4.794537184,0,0,0,6.9237372,12.2386844,6.606881965,5.106527395,5.687386275,0,9.967957042,0,6.9237372,18.46842697,26.53201266,0,0,16.5657989,5.687386275,0,0,28.22612281,0,6.9237372,5.693927995,9.589074368,0,0,0,97.98,11.24901029,9.589074368,0,18.83902465,5.693927995,0,0,6.9237372,0,15.28474565,5.106527395,0,0,26.4068291,11.21148132,-0.261482899,0,0,0,1.809839144,0,0.428571429,13,4,6,0,0,0,0,1,1,4,4,6,3,0,0,0,1,-1.22418,47.9959,0,1,1,0,0,2,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
370,10.8865736,-0.597972411,10.8865736,0.07983938,0.551730653,184.199,172.103,184.0960256,72,0,0.253856253,-0.394449002,0.394449002,0.253856253,1.692307692,2.307692308,2.692307692,16.25145617,10.2173141,2.156260327,-1.996282056,2.141854822,-2.147013485,5.978848327,0.100022107,3.141635829,331.4786873,10.00807169,7.318803178,7.318803178,6.074586063,3.811143542,3.811143542,2.656650213,2.656650213,1.724937143,1.724937143,1.169031136,1.169031136,-1.56,778.2829693,9.527412587,3.442237732,1.617840972,75.13394228,16.57386235,11.38131427,0,0,5.907179729,0,4.794537184,4.681802935,5.098681808,0,0,6.9237372,0,18.84556637,9.901064579,11.72504251,0,9.780484743,5.733667477,13.46849361,12.34054944,11.25737949,0,0,11.46733495,5.817862778,0,0,27.40107383,6.544756406,6.9237372,16.05191667,0,0,0,0,107.16,5.907179729,4.794537184,0,24.53295264,5.693927995,0,4.681802935,6.9237372,0,5.098681808,16.57386235,1.356574074,0,10.8865736,12.6023134,11.38453893,-0.390518707,0,0,1.827185374,0,0.428571429,13,5,6,0,0,0,0,1,1,5,3,6,3,0,0,0,1,-1.13508,46.9801,0,1,1,1,0,2,0,0,0,0,1,1,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
371,11.22291667,-1.344583333,11.22291667,0.002037037,0.468930073,186.167,176.087,186.0640568,72,0,0.327631598,-0.396323679,0.396323679,0.327631598,1.230769231,1.692307692,2.076923077,16.25112679,9.836397344,2.450280492,-2.289413307,2.229064156,-2.609599612,6.183710463,-0.143741578,2.888593807,253.6661075,10.06047793,7.086172029,7.086172029,6.00305441,3.782153592,3.782153592,3.043086015,3.043086015,2.068228025,2.068228025,1.067150327,1.067150327,-1.43,627.7504991,9.656430424,3.135850429,1.523959807,74.30159698,5.106527395,5.414990469,0,11.81435946,0,6.031114512,20.22265158,4.794537184,0,0,0,13.34455882,6.606881965,0,19.49013895,17.84547397,0,10.63357721,5.414990469,13.34455882,6.606881965,0,0,0,10.63357721,4.794537184,0,0,29.55888333,9.589074368,5.414990469,13.34455882,0,0,0,0,95.5,23.26046444,14.38361155,0,13.02770359,0,0,6.9237372,0,10.63357721,0,5.106527395,0,0,33.0953699,12.56857426,-1.344583333,-1.342037037,-0.814430745,-0.002037037,1.089143991,0,0.571428571,13,3,6,0,1,1,0,0,0,4,3,6,2,0,1,1,1,-1.2589,41.4912,0,1,1,0,0,0,0,0,0,0,3,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
372,10.75472222,-1.950486111,10.75472222,0.811087963,0.325821156,160.129,152.065,160.0484067,62,0,0.323124634,-0.376181585,0.376181585,0.323124634,1.545454545,2.090909091,2.545454545,16.36773412,10.02530708,2.435952825,-2.31522191,2.101008786,-2.670871559,6.010283576,-0.153321941,2.838252936,212.5279573,8.64626437,5.788274041,5.788274041,4.942394239,2.967404247,2.967404247,2.477644658,2.477644658,1.487016862,1.487016862,0.654610739,0.654610739,-1.14,209.3962683,7.961419878,2.176067927,1.172191523,62.2044244,15.52984339,0,11.82895198,0,5.907179729,6.031114512,10.11132579,4.794537184,0,0,0,6.9237372,0,0,19.80212916,11.93829424,0,10.63357721,0,18.75268918,0,0,0,0,10.63357721,4.794537184,0,0,33.98030101,4.794537184,0,6.9237372,0,0,0,0,98.66,23.76724622,9.589074368,0,0,0,6.9237372,0,5.316788604,5.316788604,0,10.21305479,0,0,21.21222222,21.82305556,-1.950486111,-0.908564815,-0.811087963,-1.552083333,1.103611111,0,0.6,11,4,6,0,1,1,0,0,0,4,4,6,0,0,1,1,1,-2.1048,33.305,0,2,1,0,0,0,0,0,0,0,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
373,10.75472222,-1.950486111,10.75472222,0.811087963,0.325821156,160.129,152.065,160.0484067,62,0,0.323124634,-0.376181585,0.376181585,0.323124634,1.545454545,2.090909091,2.545454545,16.36773412,10.02530708,2.435952825,-2.31522191,2.101008786,-2.670871559,6.010283576,-0.153321941,2.838252936,212.5279573,8.64626437,5.788274041,5.788274041,4.942394239,2.967404247,2.967404247,2.477644658,2.477644658,1.487016862,1.487016862,0.654610739,0.654610739,-1.14,209.3962683,7.961419878,2.176067927,1.172191523,62.2044244,15.52984339,0,11.82895198,0,5.907179729,6.031114512,10.11132579,4.794537184,0,0,0,6.9237372,0,0,19.80212916,11.93829424,0,10.63357721,0,18.75268918,0,0,0,0,10.63357721,4.794537184,0,0,33.98030101,4.794537184,0,6.9237372,0,0,0,0,98.66,23.76724622,9.589074368,0,0,0,6.9237372,0,5.316788604,5.316788604,0,10.21305479,0,0,21.21222222,21.82305556,-1.950486111,-0.908564815,-0.811087963,-1.552083333,1.103611111,0,0.6,11,4,6,0,1,1,0,0,0,4,4,6,0,0,1,1,1,-2.1048,33.305,0,2,1,0,0,0,0,0,0,0,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
374,10.75472222,-1.950486111,10.75472222,0.811087963,0.325821156,160.129,152.065,160.0484067,62,0,0.323124634,-0.376181585,0.376181585,0.323124634,1.545454545,2.090909091,2.545454545,16.36773412,10.02530708,2.435952825,-2.31522191,2.101008786,-2.670871559,6.010283576,-0.153321941,2.838252936,212.5279573,8.64626437,5.788274041,5.788274041,4.942394239,2.967404247,2.967404247,2.477644658,2.477644658,1.487016862,1.487016862,0.654610739,0.654610739,-1.14,209.3962683,7.961419878,2.176067927,1.172191523,62.2044244,15.52984339,0,11.82895198,0,5.907179729,6.031114512,10.11132579,4.794537184,0,0,0,6.9237372,0,0,19.80212916,11.93829424,0,10.63357721,0,18.75268918,0,0,0,0,10.63357721,4.794537184,0,0,33.98030101,4.794537184,0,6.9237372,0,0,0,0,98.66,23.76724622,9.589074368,0,0,0,6.9237372,0,5.316788604,5.316788604,0,10.21305479,0,0,21.21222222,21.82305556,-1.950486111,-0.908564815,-0.811087963,-1.552083333,1.103611111,0,0.6,11,4,6,0,1,1,0,0,0,4,4,6,0,0,1,1,1,-2.1048,33.305,0,2,1,0,0,0,0,0,0,0,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
375,9.404537037,-1.283935185,9.404537037,0.533935185,0.453281688,178.184,164.072,178.0841235,72,0,0.183444902,-0.387595821,0.387595821,0.183444902,1.166666667,1.75,2.25,16.64113072,9.99874653,2.415324254,-2.38016191,2.205710749,-2.567437485,4.869181424,-0.281627637,2.666438079,136.7321617,9.300964908,7.044888713,7.044888713,5.574586063,3.800635343,3.800635343,2.913267189,2.913267189,2.072552188,2.072552188,1.291166533,1.291166533,-0.2,435.272186,9.884745763,3.675,1.596902618,70.53286428,24.79330809,18.31189916,6.290026729,0,0,0,0,0,0,0,0,6.9237372,7.109797541,6.103966388,24.79330809,0,0,0,0,37.62962948,7.109797541,0,0,0,0,0,0,0,53.13527201,9.473725908,0,6.9237372,0,0,0,0,79.15,30.70589228,10.21305479,0,0,0,0,7.109797541,6.9237372,0,0,14.5802533,9.634768519,0,0,27.77425926,0,0,0,-4.708287037,1.602962963,1.362962963,1,12,3,5,0,1,1,0,0,0,5,3,5,1,0,1,1,1,-1.5397,39.3644,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
376,10.67250378,-1.726898148,10.67250378,0.799907407,0.373060558,176.172,164.076,176.0797069,70,0,0.251369606,-0.380047677,0.380047677,0.251369606,1,1.25,1.416666667,16.34602415,10.15857597,2.279242273,-2.13617585,1.923777644,-2.474943292,5.898177356,-0.144954595,4.178103015,162.3868988,9.723614639,6.86562431,6.86562431,5.54011122,3.335329672,3.335329672,2.11817616,2.11817616,1.329128609,1.329128609,0.582534488,0.582534488,-1.14,358.7532296,10.86,4.680178547,2.478798331,69.57519767,20.846632,0,12.20793278,0,11.81435946,0,9.589074368,0,0,0,0,0,14.09534397,0,19.80212916,11.81435946,0,10.63357721,0,12.20793278,14.09534397,0,0,0,10.63357721,0,0,0,48.33069099,9.589074368,0,0,0,0,0,0,98.66,24.02229223,9.589074368,0,0,0,0,14.09534397,0,0,10.63357721,10.21305479,0,0,21.34500756,22.12105631,0,-1.599814815,0,-3.453796296,0,2.587547241,0.666666667,12,4,6,0,0,0,0,0,0,4,4,6,3,0,0,0,0,-2.7998,40.147,0,2,2,0,0,0,0,0,0,0,2,2,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
377,10.67250378,-1.726898148,10.67250378,0.799907407,0.373060558,176.172,164.076,176.0797069,70,0,0.251369606,-0.380047677,0.380047677,0.251369606,1,1.25,1.416666667,16.34602415,10.15857597,2.279242273,-2.13617585,1.923777644,-2.474943292,5.898177356,-0.144954595,4.178103015,162.3868988,9.723614639,6.86562431,6.86562431,5.54011122,3.335329672,3.335329672,2.11817616,2.11817616,1.329128609,1.329128609,0.582534488,0.582534488,-1.14,358.7532296,10.86,4.680178547,2.478798331,69.57519767,20.846632,0,12.20793278,0,11.81435946,0,9.589074368,0,0,0,0,0,14.09534397,0,19.80212916,11.81435946,0,10.63357721,0,12.20793278,14.09534397,0,0,0,10.63357721,0,0,0,48.33069099,9.589074368,0,0,0,0,0,0,98.66,24.02229223,9.589074368,0,0,0,0,14.09534397,0,0,10.63357721,10.21305479,0,0,21.34500756,22.12105631,0,-1.599814815,0,-3.453796296,0,2.587547241,0.666666667,12,4,6,0,0,0,0,0,0,4,4,6,3,0,0,0,0,-2.7998,40.147,0,2,2,0,0,0,0,0,0,0,2,2,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
378,9.101018519,-1.295787037,9.101018519,0.03412037,0.353172793,164.157,152.061,164.0684735,66,0,0.180966812,-0.393568476,0.393568476,0.180966812,1.181818182,1.818181818,2.363636364,16.6348149,10.03327287,2.33921331,-2.328682882,2.175054646,-2.480661792,4.789062039,-0.250964437,2.475432482,128.1410502,8.43072142,5.920717312,5.920717312,5.147065708,3.453640494,3.453640494,2.618069407,2.618069407,1.735464897,1.735464897,1.040797405,1.040797405,-0.2,281.2062265,8.892592593,3.464718773,1.881807853,63.84861068,25.16297253,12.20793278,6.290026729,0,0,0,0,0,0,0,0,0,6.420821623,12.71084835,25.16297253,0,0,0,0,31.02274752,6.606881965,0,0,0,0,0,0,0,51.63491744,4.736862954,0,6.420821623,0,0,0,0,90.15,24.60192589,0,0,13.02770359,0,0,0,0,0,4.736862954,20.42610958,4.665509259,0,0,35.53606481,0,0,0,-4.012037037,-0.356203704,0,1,11,4,5,0,1,1,0,0,0,5,4,5,1,0,1,1,1,-2.1922,34.5962,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
379,9.175092593,-1.369537037,9.175092593,0.445787037,0.288439898,179.172,166.068,179.0793725,72,0,0.134650043,-0.39356722,0.39356722,0.134650043,1.083333333,1.666666667,2.166666667,16.55150216,9.987732685,2.41087076,-2.376400493,2.172580148,-2.606680575,4.889608517,-0.226955442,2.634408987,150.1189836,9.300964908,6.368311069,6.368311069,5.574586063,3.637143913,3.637143913,2.793501717,2.793501717,1.929213292,1.929213292,1.130140733,1.130140733,-0.24,454.5175035,9.845034014,3.648916103,1.581758759,69.18850138,30.89664001,30.64376672,0,0,0,0,0,0,0,0,0,0,0,6.606881965,25.16297253,0,0,0,5.733667477,30.64376672,6.606881965,0,0,0,5.733667477,0,0,0,57.67675827,4.736862954,0,0,0,0,0,0,116.17,37.25064869,5.106527395,0,0,0,0,0,0,0,0,25.79011262,4.798148148,0,0,36.06037037,5.242407407,0,0,-5.988472222,-0.445787037,0,1,12,6,6,0,1,1,0,0,0,6,5,6,1,0,1,1,1,-3.255,37.9546,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
380,10.55601852,-1.518888889,10.55601852,0.885740741,0.388614806,162.141,152.061,162.0528234,64,0,0.337829596,-0.454726324,0.454726324,0.337829596,1.545454545,2.090909091,2.272727273,16.58963806,10.08364454,2.441960309,-2.148974919,2.177317551,-2.365661132,5.7732225,-0.149648564,2.667134607,166.3555778,8.593858127,5.967538444,5.967538444,5.03658126,3.284572624,3.284572624,2.577535559,2.577535559,1.629282395,1.629282395,0.976468261,0.976468261,-0.65,283.6616205,8.446618357,2.766736517,1.349038519,63.21589903,20.05644514,6.103966388,12.20793278,0,0,5.969305288,0,4.794537184,0,0,0,6.9237372,0,6.103966388,24.85098232,5.969305288,0,0,0,31.33960275,0,0,0,0,0,0,0,0,45.70475302,9.531400138,0,6.9237372,0,0,0,0,86.99,30.38517084,4.794537184,0,0,0,0,6.9237372,0,0,4.736862954,15.31958218,4.458333333,0,10.55601852,26.80208333,0,-0.885740741,0,-4.804907407,1.374212963,0,0.833333333,11,3,5,0,1,1,0,0,0,5,3,5,1,0,1,1,1,-1.9856,33.5744,0,3,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
381,5.12037037,0.611111111,5.12037037,0.611111111,0.410063612,99.097,94.057,99.05449516,38,0,0.17051722,-0.320005759,0.320005759,0.17051722,1.714285714,2.428571429,2.571428571,15.63341561,10.75786693,1.880942037,-1.820087497,1.744207872,-2.112128208,4.700747683,0.743632159,3.117912676,138.368693,5.276020882,3.866204651,3.866204651,3.304530453,1.805412485,1.805412485,1.170668532,1.170668532,0.657359688,0.657359688,0.238356619,0.238356619,-1.13,49.54039821,4.040357751,1.177609842,0.509853629,40.08980851,5.84267027,0,5.824404498,0,0,0,0,0,0,9.889487537,0,17.35050739,0,0,0,0,0,20.31625773,0,6.9237372,5.84267027,5.824404498,0,0,5.84267027,0,0,0,20.31625773,0,6.9237372,5.824404498,0,0,0,0,69.62,0,0,0,0,5.824404498,4.790805728,0,6.9237372,0,15.525452,5.84267027,0,0,1.111111111,10.10185185,0,5.731481481,0,0,1.722222222,0,0.5,7,2,5,0,0,0,0,1,1,5,1,5,0,0,0,0,1,-1.30468,22.7044,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
